,created_at,text,source,id,retweet_count,reply_count,like_count,quote_count,author_id,name,followers_count,following_count,tweet_count,listed_count,username
51,2021-10-10T13:48:13.000Z,RT @PTI_News: Punjab Congress chief Navjot Singh Sidhu seeks action against private thermal power plants in state for not maintaining adequ…,Twitter Web App,1176809646658486273,7,0,0,0,1176809646658486273,Bollywood Buzz,1698,2734,194564,3,CricBollyBuzz
52,2021-10-10T13:48:12.000Z,Schools told to stock up on tinned food amid fears of shortages | The Independent https://t.co/zHzNm7kJ5S,Twitter for iPhone,1425863401050345486,0,0,0,0,1425863401050345486,CannaFM,991,1907,15842,1,CannaFM
53,2021-10-10T13:48:12.000Z,"@akidfrom03 Hi. Thank you for reaching out. Unfortunately, we can’t guarantee if/when an item will be available again. Please check later on https://t.co/o3ZBN8JSBa or call your local Walmart to see if it's back in stock.",Sprinklr Publishing,143528416,0,0,0,0,143528416,Walmart Canada,132111,1570,49587,593,WalmartCanada
54,2021-10-10T13:48:12.000Z,RT @sjyzeus: dimension : dilemma are out of stock on both ums japan and weverse japan. the only version that is left for pre-order on wever…,Twitter for Android,1306959429951041541,57,0,0,0,1306959429951041541,ᴱᴺ⁻Hee⟗,203,233,27658,0,hee_1seung
55,2021-10-10T13:48:11.000Z,"Big if true...also maybe they have a point? 

I find it hard to believe that any liberal who actually thinks about public policy as it affects non-elite women (in prisons, shelters, etc), &amp; is truly familiar with Stock's work &amp; what she's experienced, would think this is bad. https://t.co/ckFNazsUTi",Twitter Web App,1373359213347549184,0,0,0,0,1373359213347549184,aleph female,409,1467,6353,0,dhegdeer
56,2021-10-10T13:48:10.000Z,"RT @TraderBJones: Let's start with this rule today.
You are NOT suppose to ride a stock being pumped down 40%-80% from it's highs.
You need…",Twitter for iPhone,1316535270225960967,5,0,0,0,1316535270225960967,Gary El Gringo,11,63,471,0,garyelgringo
57,2021-10-10T13:48:08.000Z,"RT @beartrap221: @tokenstate Probably nothing but $HIVE, 2020's Top Crypto Mining Stock, owns 5% of DeFi Technologies &amp; is soon to announce…",Twitter for iPad,1356681166242402312,1,0,0,0,1356681166242402312,FrEdDifFrEnT 🔺,46,898,3972,0,LINKtheHIVE
58,2021-10-10T13:48:08.000Z,"@vsnowdrops halo kak! layout ready stock banyak nih :D jajan yuk? ava udah termasuk jpg+png, mau made by request? bisaaa!
 https://t.co/PBacnflXwk",Twitter for Android,1445400745071849478,0,0,0,0,1445400745071849478,"HAJE, folbek dong bestie",79,83,101,0,kaIamkari
59,2021-10-10T13:48:08.000Z,"RT @asimistudio: Beautiful terracotta terrazzo earrings 😍
Buy 1 get 1 half price on all earrings on our website, until stock lasts ☺️

http…",Twitter for Android,1239492605462958081,34,0,0,0,1239492605462958081,Sibberry,5613,1398,65545,59,Sibberry1
60,2021-10-10T13:48:07.000Z,"RT @Devy_Design: Liaca Dark - update available on Twickd repo

Jailbroken iOS users get it from here - https://t.co/PEICxBo5y8

Stock iOS a…",Twitter for Android,1410223465148424199,5,0,0,0,1410223465148424199,Doraemon,10,109,1411,0,Doraemo_SAM
61,2021-10-10T13:48:07.000Z,Ih happy deh stock AU ku banyak yg baru buat dibaca☺,Twitter for Android,66673243,0,0,0,0,66673243,Lya☆,687,389,192737,1,yoonggukiebby
62,2021-10-10T13:48:06.000Z,"RT @_DiegoPe_: Wait ...wait🤔 Now you can enlarge your penis 🍌 without any Medical Treatment with safe and easiest way👍
And also enjoy the p…",Twitter for iPhone,4618849341,14,0,0,0,4618849341,Brai Williams🥵 (170k)🔥,168154,5051,25121,244,braiwilliams0
63,2021-10-10T13:48:06.000Z,RT @BrokenNickMan16: Spencer Rattler's draft stock this season  https://t.co/8ekIvUJKXs,Twitter for iPhone,475376443,1342,0,0,0,475376443,Caleb Vineyard,336,485,6425,2,caleb_vineyard
64,2021-10-10T13:48:05.000Z,"RT @desix_O825: today, Young K had a weird sequence of experiences, when he went to the salon to get his hair &amp; make-up done, the salon was…",Twitter for Android,1395894703711657989,408,0,0,0,1395894703711657989,Nation's Cat Boy 🐾,93,240,1192,0,uri_youngk
65,2021-10-10T13:48:04.000Z,RT @EHRCChair: The anonymous attacks on Professor Kathleen Stock and the campaign to have her fired are disgraceful. Sussex University is r…,Twitter Web App,2271897385,175,0,0,0,2271897385,Dunaldo Albanio Macanucci,3157,3092,347503,21,evolvedpeasant
66,2021-10-10T13:48:03.000Z,"RT @desix_O825: today, Young K had a weird sequence of experiences, when he went to the salon to get his hair &amp; make-up done, the salon was…",Twitter for Android,1350357155644231682,408,0,0,0,1350357155644231682,vivi,9,59,640,0,heyyoungday
67,2021-10-10T13:48:02.000Z,"RT @fromlly: ⚡️WTS / SELL⚡️

ATEEZ 6th Mini Album - [ZERO: Fever Part 3]
✨A Ver
✨Diary Ver
✨Z Ver

Sealed + Folded Poster (Poster Lipat)

R…",Twitter for Android,1301444152484179968,2,0,0,0,1301444152484179968,dek joki tugas akuntansi ||𝕭ᵛ,789,844,69675,10,jyvmil
68,2021-10-10T13:48:02.000Z,"RT @GatEngThailand: คำศัพท์จากข่าว/บทความ ทั้งคำที่เคยออกสอบและคำที่น่าสนใจครับ
Stock, Hit, As of, Investor, Buzz, To generate buzz, To cau…",Twitter Web App,941255791562055680,232,0,0,0,941255791562055680,bruh,7,100,4969,0,xirpshp
69,2021-10-10T13:48:02.000Z,Kitchen staff asked to stock up on food as labour shortages impact school meals | ITV News https://t.co/d3bpChhkFe,Twitter for iPhone,1425863401050345486,0,0,0,0,1425863401050345486,CannaFM,991,1907,15842,1,CannaFM
70,2021-10-10T13:48:01.000Z,"RT @nicolelampert: Freedom of speech does need limits and while Miller crossed the line (and then some), Stock has not.",Twitter Web App,3022993487,17,0,0,0,3022993487,GoodGirlsDontMakeHistory,1685,1176,51653,12,trudylynch64
71,2021-10-10T13:48:01.000Z,"RT @gatnyu: help rt dong, akunku gk msuk ht

hy, jam 20.00 ak ready stock jamet nct, harganya 8k/ea yah, buat payment bisa all e-wallet. yg…",Twitter for Android,1434152693866500096,83,0,0,0,1434152693866500096,ri ; soon!,217,206,2133,0,bxhyne
72,2021-10-10T13:48:00.000Z,"TREYS TRADES BACK ON FOX BUSINESS, PRESSURE ON THE MEDIA, AND FORBES SAYS APES DONT BUY AMC!!! https://t.co/otJOeWAuNn",WordPress.com,1441167871283916805,0,0,0,0,1441167871283916805,StockMarketLeakz,180,288,2739,0,StockLeakz
73,2021-10-10T13:48:00.000Z,RT @sjyzeus: dimension : dilemma are out of stock on both ums japan and weverse japan. the only version that is left for pre-order on wever…,Twitter for Android,1228521630608969729,57,0,0,0,1228521630608969729,•‿• |,186,323,6133,1,yangwonhii
74,2021-10-10T13:48:00.000Z,RT @revolupo: Yes to all of this. I've read Kathleen Stock's MATERIAL GIRLS and there nothing transphobic about it.,Twitter Web App,16656656,1,0,0,0,16656656,David Lee Morgan,632,259,3737,20,davidword
75,2021-10-10T13:47:59.000Z,"READY STOCK INACT KOSONGAN Y13 :

https://t.co/vYDDGJkqnk
https://t.co/B4tgeiKgKc
https://t.co/fyZcV8mUKK

𖣠 verif all ( dapat email &amp; pass )
𖣠 mastip 4 desember
𖣠 masuk ht dan mt non moots
𖣠 go green ( - ssb baru ganti usn )
𖣠 dapat wa ba verif

 Y13 = 5k / ea 

#zonajajan",Twitter for iPhone,1394288531636252675,0,0,0,0,1394288531636252675,haru,132,150,548,0,cremekitkat
76,2021-10-10T13:47:59.000Z,RT @MForstater: Back in September 18 when it was first revealed that there was a coordinated effort to get Kathleen Stock &amp; other GC academ…,Twitter for Android,2905092430,82,0,0,0,2905092430,Dolly Dhalay,2378,4649,71858,1,dollydhalay
77,2021-10-10T13:47:59.000Z,@Dontponmyparad1 @AndyOsb97287354 @ProletariatRis1 @FernwoodFreddie @newsmax Best way to follow the bull**** is to follow the money and the stock market. Nancy Pelosi has the same position as #KennyGriffinLied when it comes to the #CitadelScandal in AMC the most manipulated stock. I wonder how they both got the same.,Twitter for Android,1420751657315360789,0,0,0,0,1420751657315360789,Faceless Universe,4,48,531,0,FacelessUniver1
78,2021-10-10T13:47:59.000Z,"RT @TheRealPCB: Gong ceremony at Pakistan Stock Exchange: Chairman PCB Ramiz Raja struck the gong to open trading for Tuesday, October 5.
T…",Twitter for Android,4594967060,131,0,0,0,4594967060,Imran Hossain,140,2364,5346,0,Imran9Afridi
79,2021-10-10T13:47:59.000Z,"RT @cuteescarff: SALE SALE SALE VALID 24JAM 😻‼️

guys , ni la masa you nak kumpul stock bawal bebanyakk since dah kena balik kampus kan 😆🌈…",Twitter for Android,1316630221773107201,40,0,0,0,1316630221773107201,🏴,819,993,17178,0,peachtyunoh
80,2021-10-10T13:47:58.000Z,"RT @HMV_Tachikawa: 【#INI】
デビューシングル「#A」11/3発売決定！

【特典】
クリアトレカ（全11種ランダム）
 
【詳細】 https://t.co/FoxeqlbAPu

【3形態同時購入特典付き】
 https://t.co/9u3RLolx…",Twitter Web App,1402250830980345858,31,0,0,0,1402250830980345858,あみん,114,135,3094,0,amin__INI
81,2021-10-10T13:47:58.000Z,"RT @JoshiPralhad: Reviewed coal production &amp; supply situation in the country.

Assuring everyone that there is absolutely no threat of disr…",Twitter for Android,572287883,226,0,0,0,572287883,Hitesh Varma 'Hitu',469,326,4365,0,hituvarma
82,2021-10-10T13:47:58.000Z,"RT @_xAmyListonx_: I start my new job tomorrow so I've spent the past week working on tonnes of new stock, just look at those bookmarks! 🥰…",Twitter for iPhone,961037214787530753,6,0,0,0,961037214787530753,mel,1109,4265,44346,5,heartbrachers
83,2021-10-10T13:47:58.000Z,"RT @AnnaStolarska9: I know I've said this many times on both this and other accounts but PLEASE STOCK UP

Rice, pasta, tins, dried pulses,…",Twitter for Android,3243414356,93,0,0,0,3243414356,For such a time as this...,345,418,10128,2,shawks63134
84,2021-10-10T13:47:57.000Z,"RT @cadu45actu: Certes, la vaccination ne sert à rien selon l'OMS...
Mais n'oubliez pas votre 3ème dose!...on a du stock!😏",Twitter for Android,1368953711817555971,5,0,0,0,1368953711817555971,Franceadelyne,468,512,43615,3,franceadelyne
85,2021-10-10T13:47:57.000Z,@cheesybunn Aku selalu stock itu buat jualan minuman aku wkwkw,Twitter for Android,805124875530534912,0,0,0,0,805124875530534912,rifqi,748,3401,2407,0,raverova
86,2021-10-10T13:47:57.000Z,"RT @kathmurray1: The police ""have advised me to have cameras on my front door. They have given me advice about moving around. They have put…",Twitter for iPhone,1436433500,336,0,0,0,1436433500,Dennis Noel Kavanagh,15728,2887,35324,61,Jebadoo2
87,2021-10-10T13:47:55.000Z,"@NotJoeRoganShow @caroljsroth @WhatTheBit Propped up??  Massive tax cuts for businesses led to the lowest unemployment in years.  Which, led to a great economy which drove the stock market.  COVID, stimulus, high unemployment = bad economy, inflated stock market.",Twitter for iPhone,948539989150916608,0,0,0,0,948539989150916608,Kirk Barry,132,1049,1568,1,FFostik
88,2021-10-10T13:47:55.000Z,"RT @FuctaLelaki: Total sale jual ubat kote selama 7 bulan. HQ Episor memang terbaik sebab semua order just dalam sistem saje.

Bulan ni sto…",Twitter Web App,921388628,1,0,0,0,921388628,Pedoq Rapopo,175499,4674,318,143,pedoqpop
89,2021-10-10T13:47:54.000Z,"RT @BrianFeroldi: Everyone knows Apple, Amazon, Microsoft...

But how do you find the next $AFRM, $PLTR, or $USPT early?

Here are 9 GREAT…",Twitter for Android,1316513390345416704,145,0,0,0,1316513390345416704,AhmedOmar,3,16,160,0,ia7medomar
90,2021-10-10T13:47:54.000Z,"RT @preterniadotcom: Not in stock to ship, unfortunately, but if your local Target is one of the ones that have a giant stack of GI Joe Cla…",Twitter for Android,1423476554915618816,6,0,0,0,1423476554915618816,Trampas Rose,3,46,135,0,rose_trampas
91,2021-10-10T13:47:53.000Z,RT @sjyzeus: dimension : dilemma are out of stock on both ums japan and weverse japan. the only version that is left for pre-order on wever…,Twitter for Android,1304950847885856768,57,0,0,0,1304950847885856768,hansj-910k💨,864,991,41591,0,jaynoopark
92,2021-10-10T13:47:53.000Z,"RT @business2invest: BTMA Wealth Builders Club_Review: 1 Stock Investing Club

Learn More: https://t.co/uO3BhLPbN6

BTMA Wealth Builders Cl…",Twitter Web App,1343190919860785152,2,0,0,0,1343190919860785152,Business / Investing,12,7,50,0,business2invest
93,2021-10-10T13:47:52.000Z,"RT @diminie_berrie: "" Chicken stock? Is that like a stock option? "" - Kim Namjoon with his 148 IQ pt.2✨✨✨
(Somebody help him pls💀) https://…",Twitter Web App,1407302827441987590,8,0,0,0,1407302827441987590,j-hoe,4,11,93,0,jhopebuckethat
94,2021-10-10T13:47:50.000Z,"@Iarismanis aku ada layout ready stock nih, harganya 2k/each udah dapet ava jpg + png loh, kalo kalian take 3 layout cuma 5k ajaa skuyy
payment bisa all e-wallet dan qris yapp

sold : d, p, q, r, c, f, k, w, i

 https://t.co/8EbWMQiPYc",Twitter for Android,1345575103916982273,0,0,0,0,1345575103916982273,Jea : Open,201,221,2458,0,cosmorenda
95,2021-10-10T13:47:50.000Z,"RT @desix_O825: today, Young K had a weird sequence of experiences, when he went to the salon to get his hair &amp; make-up done, the salon was…",Twitter for Android,1392915691,408,0,0,0,1392915691,somà#Dija_Vu🎀🇹🇳🔗🌺,1750,1358,82957,28,AsmaDaehyun
96,2021-10-10T13:47:50.000Z,RT @Rothbard1776: I’m glad US taxpayers bailed out horribly managed airlines who blew all of their profits on stock buybacks and then turne…,Twitter for iPhone,1854100508,2361,0,0,0,1854100508,dean king,19,89,5172,1,dkeazy
97,2021-10-10T13:47:49.000Z,Speaking AMC &amp; Stocks With Records Scientist @AndrewMoMoney ! Treyder’s Podcast Ep. 36 https://t.co/eR1C5SP1kc,WordPress.com,1441167871283916805,0,0,0,0,1441167871283916805,StockMarketLeakz,180,288,2739,0,StockLeakz
98,2021-10-10T13:47:46.000Z,"RT @business2invest: ChartMiner_Review: Top Stock Investment Strategy!

Learn More: https://t.co/JfNUGOFAIK

ChartMiner was designed by Dr.…",Twitter Web App,1343190919860785152,2,0,0,0,1343190919860785152,Business / Investing,12,7,50,0,business2invest
99,2021-10-10T13:47:46.000Z,"@kyun9junluv haloo! @shibuyza open order layout nih. ready stock, made by req, scenery, detailed ada semuanya. yuk diceek start 1.500 aja lho! 😍 https://t.co/jOTTTHC2Lk",Twitter for Android,1439440012928454656,0,0,0,0,1439440012928454656,ruyi!,213,215,2512,0,galaruyi
